Station Name,ID,Lat.,Lon.,GLOSS ID,Country,Date,Coastline,Station
"LANAI ISLAND, KAUMALAPAU",2273,20.780,-156.900,,USA,28/02/2018,760,043
SAUMLAKI,2274,-7.982,131.290,,IDN,29/01/2020,560,138
SITTWE (AKYAB),2275,20.140,92.903,37,MMR,07/03/2023,530,003
HERNE BAY,2276,51.382,1.116,,GBR,08/03/2016,170,102
DEAL,2277,51.224,1.409,,GBR,08/03/2016,170,108
SANDOWN PIER,2278,50.651,-1.153,,GBR,08/03/2016,170,134
SWANAGE PIER,2279,50.609,-1.949,,GBR,08/03/2016,170,138
ARUN PLATFORM,2280,50.770,-0.492,,GBR,08/03/2016,170,132
LYMINGTON,2281,50.740,-1.507,,GBR,28/09/2016,170,136
WEST BAY HARBOUR,2282,50.709,-2.764,,GBR,28/09/2016,170,152
TEIGNMOUTH PIER,2283,50.544,-3.492,,GBR,08/03/2016,170,154
PORT ISAAC,2284,50.594,-4.834,,GBR,08/03/2016,170,162
SEVERN BRIDGE,2285,51.570,-2.700,,GBR,08/03/2016,170,172
MARIEL BOCA,2286,23.021,-82.756,,CUB,20/09/2023,930,023
SANTIAGO DE CUBA,2287,20.021,-75.837,,CUB,20/09/2023,930,085
NUEVITAS PUNTA PRACTICO,2288,21.591,-77.110,,CUB,20/09/2023,930,035
CAYO LOCO,2289,22.151,-80.455,,CUB,20/09/2023,930,067
PUERTO PADRE,2290,21.202,-76.600,,CUB,27/09/2023,930,032
"FORT POINT, NEWCASTLE ISLAND",2291,43.072,-70.712,,USA,05/02/2020,960,178
OCEAN CITY INLET,2292,38.328,-75.092,,USA,10/01/2024,960,086
WACHAPREAGUE,2293,37.607,-75.687,,USA,10/01/2024,960,092
"CAPE HATTERAS, NORTH CAROLINA",2294,35.223,-75.635,,USA,26/04/2016,960,059
"BEAUFORT, NORTH CAROLINA",2295,34.720,-76.670,,USA,10/01/2024,960,061
"SHELL BEACH, LOUISIANA",2296,29.868,-89.673,,USA,10/01/2024,940,030
"USCG FREEPORT, TEXAS",2297,28.943,-95.302,,USA,02/02/2021,940,012
LA PUSH,2298,47.913,-124.637,,USA,16/01/2024,823,002
PORT ALEXANDER,2299,56.247,-134.647,,USA,10/01/2024,821,033
"ELFIN COVE, PORT ALTHORP",2300,58.195,-136.347,,USA,10/01/2024,821,022
"ALITAK, LAZY BAY",2301,56.898,-154.247,,USA,10/01/2024,821,010
"KING COVE, DEER PASSAGE",2302,55.062,-162.327,,USA,16/01/2024,821,005
"ATKA, NAZAN BAY",2303,52.232,-174.173,,USA,10/01/2024,820,012
"VILLAGE COVE, ST. PAUL ISLAND",2304,57.125,-170.285,,USA,16/01/2024,821,007
LANGOSTEIRA,2308,43.347,-8.530,,ESP,11/07/2023,200,033
BRUNSWICK HEADS,2310,-28.537,153.552,,AUS,21/02/2024,680,082
COFFS HARBOUR III,2311,-30.303,153.146,,AUS,21/02/2024,680,115
JERVIS BAY II,2312,-35.122,150.708,,AUS,21/02/2024,680,164
PORT MACQUARIE,2313,-31.427,152.911,,AUS,21/02/2024,680,125
TWEED HEADS,2314,-28.169,153.550,,AUS,28/09/2016,680,085
ULLADULLA HARBOUR,2315,-35.358,150.477,,AUS,09/11/2021,680,165
PORT STEPHENS (TOMAREE),2316,-32.715,152.182,,AUS,28/09/2016,680,128
TWEED ENTRANCE SOUTH,2319,-28.171,153.551,,AUS,21/02/2024,680,086
SHOAL BAY,2320,-32.720,152.176,,AUS,21/02/2024,680,129
"FORT POINT,  NEW HAMPSHIRE",2321,43.072,-70.710,,USA,22/08/2018,960,179
"KINGS POINT, NEW YORK",2322,40.810,-73.765,,USA,10/01/2024,960,140
"TOLCHESTER BEACH, MARYLAND",2323,39.213,-76.245,,USA,10/01/2024,960,093
"LEWISETTA, VIRGINIA",2324,37.995,-76.465,,USA,10/01/2024,960,075
"OREGON INLET MARINA, NORTH CAROLINA",2325,35.795,-75.548,,USA,10/01/2024,960,066
"MAYPORT (BAR PILOTS DOCK), FLORIDA",2326,30.398,-81.428,,USA,10/01/2024,960,010
"MOBILE STATE DOCKS, ALABAMA",2327,30.705,-88.040,,USA,10/01/2024,940,039
"NEW CANAL STATION, LOUISIANA",2328,30.027,-90.113,,USA,10/01/2024,940,028
"REDWOOD CITY, CALIFORNIA",2329,37.507,-122.212,,USA,10/01/2024,823,035
"PORT CHICAGO, CALIFORNIA",2330,38.055,-122.040,,USA,10/01/2024,823,033
ONSALA,2331,57.392,11.919,,SWE,09/06/2023,050,034
MIMIZAN,2335,44.211,-1.295,,FRA,30/01/2024,190,138
PORT LA NOUVELLE,2336,43.015,3.064,,FRA,30/01/2024,230,010
"PASAIA HARBOUR, SAN SEBASTIAN",2338,43.322,-1.932,,ESP,18/08/2020,200,002
NUEVITAS BUFADERO,2339,21.560,-77.237,,CUB,27/09/2023,930,036
PALMYRA ISLAND B,2341,5.883,-162.088,,UMI,07/03/2023,770,002
PUNTA CANA B,2342,18.505,-68.375,,DOM,07/03/2023,936,005
PUERTO PLATA B,2343,19.798,-70.702,,DOM,07/03/2023,936,020
ROSEAU,2344,15.313,-61.390,,DMA,07/03/2023,913,001
BULLEN BAY,2346,12.187,-69.020,,CUW,07/03/2023,898,001
BARBERS POINT,2347,21.320,-158.120,,USA,07/03/2023,760,035
LA LIBERTAD III,2348,-2.200,-80.917,172,ECU,07/03/2023,845,014
SANTA CRUZ DEL SUR,2351,20.700,-76.023,,CUB,27/09/2023,930,066
BEDFORD INSTITUTE,2352,44.683,-63.617,,CAN,16/02/2024,970,012
VIEUX QUEBEC,2353,46.811,-71.202,,CAN,16/02/2024,970,072
ST LAWRENCE,2354,46.917,-55.390,,CAN,16/02/2024,970,113
SUVA-B,2356,-18.133,178.428,,FJI,05/02/2024,742,014
SYDNEY PORT JACKSON,2358,-33.826,151.259,,AUS,21/02/2024,680,138
ARKO,2359,58.484,16.961,,SWE,09/06/2023,050,112
UDDEVALLA,2360,58.348,11.895,,SWE,09/06/2023,050,022
HABANA,2363,23.134,-82.338,,CUB,27/09/2023,930,022
DIELETTE,2364,49.552,-1.861,,FRA,30/01/2024,xxx,xxx
SAINT QUAY PORTRIEUX,2365,48.648,-2.818,,FRA,01/11/2022,xxx,xxx
AUDIERNE,2366,48.022,-4.538,,FRA,01/11/2022,xxx,xxx
L'ILE ROUSSE,2367,42.640,8.935,,FRA,30/01/2024,xxx,xxx
MAKEMO,2368,-16.627,-143.569,354,PYF,30/01/2024,xxx,xxx
HOWTH,2396,53.392,-6.068,,IRL,01/11/2022,xxx,xxx
UNION HALL,2397,51.559,-9.133,,IRL,01/11/2022,xxx,xxx
SANDNES,2398,58.868,5.747,,NOR,18/01/2024,xxx,xxx
BRURAVIK,2400,60.492,6.894,,NOR,14/02/2024,xxx,xxx
SIREVAG,2401,58.505,5.792,,NOR,14/02/2024,xxx,xxx
LEIRVIK,2402,59.766,5.504,,NOR,14/02/2024,xxx,xxx
